人物ID,姓名,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,生年月日,没年月日,人物著作権フラグ
1292,平山千代子,平山,千代子,ひらやま,ちよこ,ひらやま,ちよこ,Hirayama,Chiyoko,1925-12-16,1944-08-02,なし
1132,平山蘆江,平山,蘆江,ひらやま,ろこう,ひらやま,ろこう,Hirayama,Roko,1882-11-15,1953-04-18,なし
359,ヒルシュフェルドゲオルヒ,ヒルシュフェルド,ゲオルヒ,ヒルシュフェルド,ゲオルヒ,ひるしゆふえると,けおるひ,Hirschfeld,Georg,1873-02-11,1943-01-17,なし
1639,広海大治,広海,大治,ひろうみ,だいじ,ひろうみ,たいし,Hiroumi,Daiji,1910,1960-08-25,なし
295,広津柳浪,広津,柳浪,ひろつ,りゅうろう,ひろつ,りゆうろう,Hirotsu,Ryuro,1861-07-15,1928-10-15,なし
881,ブウテフレデリック,ブウテ,フレデリック,ブウテ,フレデリック,ふうて,ふれてりつく,Boutet,Frederic,1874,1941,なし
1913,深瀬基寛,深瀬,基寛,ふかせ,もとひろ,ふかせ,もとひろ,Fukase,Motohiro,1895-10-12,1966-08-21,なし
298,藤島武二,藤島,武二,ふじしま,たけじ,ふししま,たけし,Fujishima,Takeji,1867-10-15,1943-03-19,なし
1500,総生寛,総生,寛,ふそう,かん,ふそう,かん,Fuso,Kan,1841,1894-10-09,なし
1710,プラーテンアウグスト,プラーテン,アウグスト,プラーテン,アウグスト,ふらあてん,あうくすと,Platen,August,1796-10-24,1835-12-05,なし
1951,ブラックウッドアルジャーノン,ブラックウッド,アルジャーノン,ブラックウッド,アルジャーノン,ふらつくうつと,あるしやあのん,Blackwood,Algernon,1869-03-14,1951-12-10,なし
1651,古川アヤ,古川,アヤ,ふるかわ,アヤ,ふるかわ,あや,Furukawa,Aya,1903-11-07,1946-08-04,なし
115,ブレイクウィリアム,ブレイク,ウィリアム,ブレイク,ウィリアム,ふれいく,ういりあむ,Blake,William,1757-11-28,1827-8-12,なし
882,プレヴォーマルセル,プレヴォー,マルセル,プレヴォー,マルセル,ふれうおお,まるせる,Prevost,Marcel,1862-05-01,1941,なし
1111,ブロンテシャーロット,ブロンテ,シャーロット,ブロンテ,シャーロット,ふろんて,しやあろつと,Bronte,Charlotte,1816-04-21,1855-03-31,なし
1709,ベルトランルイ,ベルトラン,ルイ,ベルトラン,ルイ,へるとらん,るい,Bertrand,Louis,1807-04-20,1841-04-29,なし
765,逸見猶吉,逸見,猶吉,へんみ,ゆうきち,へんみ,ゆうきち,Henmi,Yukichi,1907-09-09,1946-05-17,なし
1051,蒲松齢,蒲,松齢,ほ,しょうれい,ほ,しようれい,Pu,Songling,1640-06-05,1715-02-25,なし
971,萠円,萠円,,ほうえん,,ほうえん,,Hoen,,1889-01-04,1936-03-11,なし
972,萠円山人,萠円山人,,ほうえんさんじん,,ほうえんさんしん,,Hoensanjin,,1889-01-04,1936-03-11,なし
1377,細井吉造,細井,吉造,ほそい,よしぞう,ほそい,よしそう,Hosoi,Yoshizo,1904,1936-11-04,なし
371,細井和喜蔵,細井,和喜蔵,ほそい,わきぞう,ほそい,わきそう,Hosoi,Wakizo,1897-05-09,1925-08-18,なし
927,穂積重遠,穂積,重遠,ほづみ,しげとお,ほつみ,しけとお,Hozumi,Shigeto,1883-04-11,1951-07-29,なし
1058,ホフマンエルンスト・テオドーア・アマーデウス,ホフマン,エルンスト・テオドーア・アマーデウス,ホフマン,エルンスト・テオドーア・アマーデウス,ほふまん,えるんすとておとおああまあてうす,Hoffmann,Ernst Theodor Amadeaus,1776-01-24,1822-06-25,なし
302,堀口九万一,堀口,九万一,ほりぐち,くまいち,ほりくち,くまいち,Horiguchi,Kumaichi,1865-02-23,1945-10-30,なし
303,本庄陸男,本庄,陸男,ほんじょう,むつお,ほんしよう,むつお,Honjo,Mutsuo,1905-02-20,1939-07-23,なし
1361,本田親二,本田,親二,ほんだ,しんじ,ほんた,しんし,Honda,Shinji,1885,1948,なし
1555,本多静六,本多,静六,ほんだ,せいろく,ほんた,せいろく,Honda,Seiroku,1866-08-11,1952-01-29,なし
1719,前田普羅,前田,普羅,まえだ,ふら,まえた,ふら,Maeda,Fura,1884-04-18,1954-08-08,なし
928,前田夕暮,前田,夕暮,まえだ,ゆうぐれ,まえた,ゆうくれ,Maeda,Yugure,1883-07-27,1951-04-20,なし
1297,前田河広一郎,前田河,広一郎,まえだこう,ひろいちろう,まえたこう,ひろいちろう,Maedako,Hiroichiro,1888-11-13,1957-12-04,なし
1585,槙村浩,槙村,浩,まきむら,こう,まきむら,こう,Makimura,Ko,1912-06-01,1938-09-03,なし
1175,槙本楠郎,槙本,楠郎,まきもと,くすろう,まきもと,くすろう,Makimoto,Kusuro,1898-08-01,1956-09-14,なし
1117,マクドナルドジョージ,マクドナルド,ジョージ,マクドナルド,ジョージ,まくとなると,しよおし,MacDonald,George,1824-04-10,1905-09-18,なし
1676,正木不如丘,正木,不如丘,まさき,ふじょきゅう,まさき,ふしよきゆう,Masaki,Fujokyu,1887-02-26,1962-07-30,なし
1472,松井須磨子,松井,須磨子,まつい,すまこ,まつい,すまこ,Matsui,Sumako,1886-03-08,1919-01-05,なし
1408,松浦武四郎,松浦,武四郎,まつうら,たけしろう,まつうら,たけしろう,Matsuura,Takeshiro,1818-03-12,1888-02-10,なし
1447,松崎天民,松崎,天民,まつざき,てんみん,まつさき,てんみん,Matsuzaki,Tenmin,1878-05-18,1934-07-22,なし
104,松永延造,松永,延造,まつなが,えんぞう,まつなか,えんそう,Matsunaga,Enzo,1895-04-26,1938-11-20,なし
307,松濤明,松濤,明,まつなみ,あきら,まつなみ,あきら,Matsunami,Akira,1922-03-05,1949-01-06,なし
1556,松村任三,松村,任三,まつむら,じんぞう,まつむら,しんそう,Matsumura,Jinzo,1856-02-14,1928-05-04,なし
1434,松本幸四郎,松本,幸四郎,まつもと,こうしろう,まつもと,こうしろう,Matsumoto,Koshiro,1870-05-12,1949-01-28,なし
1622,松本淳三,松本,淳三,まつもと,じゅんぞう,まつもと,しゆんそう,Matsumoto,Junzo,1895-01-01,1950-10-09,なし
308,松本泰,松本,泰,まつもと,たい,まつもと,たい,Matsumoto,Tai,1887-02-22,1939-04-19,なし
309,真山青果,真山,青果,まやま,せいか,まやま,せいか,Mayama,Seika,1878-09-01,1948-03-25,なし
1708,マラルメステファヌ,マラルメ,ステファヌ,マラルメ,ステファヌ,まらるめ,すてふあぬ,Mallarme,Stephane,1842-03-18,1898-09-09,なし
1138,マルクスカール・ハインリッヒ,マルクス,カール・ハインリッヒ,マルクス,カール・ハインリッヒ,まるくす,かあるはいんりつひ,Marx,Karl Heinrich,1818-05-05,1883-03-14,なし
1758,マンパウル・トーマス,マン,パウル・トーマス,マン,パウル・トーマス,まん,はうるとおます,Mann,Paul Thomas,1875-06-06,1955-08-12,なし
788,三浦環,三浦,環,みうら,たまき,みうら,たまき,Miura,Tamaki,1884-02-22,1946-05-26,なし
792,三木竹二,三木,竹二,みき,たけじ,みき,たけし,Miki,Takeji,1867-10-02,1908-01-10,なし
793,三沢勝衛,三沢,勝衛,みさわ,かつえ,みさわ,かつえ,Misawa,Katsue,1885-01-25,1937-08-18,なし
22,三島霜川,三島,霜川,みしま,そうせん,みしま,そうせん,Mishima,Sosen,1876-07-30,1934-03-07,なし
1074,水谷まさる,水谷,まさる,みずたに,まさる,みすたに,まさる,Mizutani,Masaru,1894-12-25,1950-05-25,なし
941,水野葉舟,水野,葉舟,みずの,ようしゅう,みすの,ようしゆう,Mizuno,Yoshu,1883-04-09,1947-02-02,なし
1133,三田村鳶魚,三田村,鳶魚,みたむら,えんぎょ,みたむら,えんきよ,Mitamura,Engyo,1870-04-17,1952-05-14,なし
1698,光田健輔,光田,健輔,みつだ,けんすけ,みつた,けんすけ,Mitsuda,Kensuke,1876-01-12,1964-05-14,なし
973,三鳥山人,三鳥山人,,みどりさんじん,,みとりさんしん,,Midorisanjin,,1889-01-04,1936-03-11,なし
1400,松村みね子,松村,みね子,まつむら,みねこ,まつむら,みねこ,Matsumura,Mineko,1878-02-10,1957-03-19,なし
800,水上滝太郎,水上,滝太郎,みなかみ,たきたろう,みなかみ,たきたろう,Minakami,Takitaro,1887-12-06,1940-03-23,なし
1394,丸山英観,丸山,英観,まるやま,えいかん,まるやま,えいかん,Maruyama,Eikan,1885-01-18,1956-02-05,なし
1288,宮城道雄,宮城,道雄,みやぎ,みちお,みやき,みちお,Miyagi,Michio,1894-04-07,1956-06-25,なし
147,三浦久,三浦,久,みうら,ひさし,みうら,ひさし,Miura,Hisashi,1945,,あり
1871,三宅周太郎,三宅,周太郎,みやけ,しゅうたろう,みやけ,しゆうたろう,Miyake,Shutaro,1892-07-22,1967-02-14,なし
804,三宅やす子,三宅,やす子,みやけ,やすこ,みやけ,やすこ,Miyake,Yasuko,1890-03-15,1932-01-18,なし
805,宮崎湖処子,宮崎,湖処子,みやざき,こしょし,みやさき,こしよし,Miyazaki,Koshoshi,1864-09-20,1922-08-09,なし
1494,水上茂樹,水上,茂樹,みなかみ,しげき,みなかみ,しけき,Minakami,Shigeki,,,あり
801,三宅幾三郎,三宅,幾三郎,みやけ,いくさぶろう,みやけ,いくさふろう,Miyake,Ikusaburo,1897-10-15,1941-05-01,なし
929,宮島資夫,宮島,資夫,みやじま,すけお,みやしま,すけお,Miyajima,Sukeo,1886-08-01,1951-02-19,なし
1446,宮地嘉六,宮地,嘉六,みやち,かろく,みやち,かろく,Miyachi,Karoku,1884-06-11,1958-04-10,なし
809,宮原晃一郎,宮原,晃一郎,みやはら,こういちろう,みやはら,こういちろう,Miyahara,Koichiro,1882-09-02,1945-06-10,なし
1717,ミュッセアルフレッド,ミュッセ,アルフレッド,ミュッセ,アルフレッド,みゆつせ,あるふれつと,Musset,Alfred,1810-12-11,1857-05-02,なし
312,村井政善,村井,政善,むらい,まさよし,むらい,まさよし,Murai,Masayoshi,,1937,なし
346,村岡博,村岡,博,むらおか,ひろし,むらおか,ひろし,Muraoka,Hiroshi,1895-02-03,1946-04-19,なし
815,村上浪六,村上,浪六,むらかみ,なみろく,むらかみ,なみろく,Murakami,Namiroku,1865-11-01,1944-12-01,なし
1559,村越三千男,村越,三千男,むらこし,みちお,むらこし,みちお,Murakoshi,Michio,1880,1948,なし
1225,村山俊太郎,村山,俊太郎,むらやま,としたろう,むらやま,としたろう,Murayama,Toshitaro,1905-07-15,1948-12-09,なし
1764,モースエドワード・シルヴェスター,モース,エドワード・シルヴェスター,モース,エドワード・シルヴェスター,もおす,えとわあとしるうえすたあ,Morse,Edward Sylvester,1838-06-18,1925-12-20,なし
1035,モーゼスウィリアム・ステイントン,モーゼス,ウィリアム・ステイントン,モーゼス,ウィリアム・ステイントン,もおせす,ういりあむすていんとん,Moses,William Stainton,1839,1892,なし
1376,百瀬慎太郎,百瀬,慎太郎,ももせ,しんたろう,ももせ,しんたろう,Momose,Shintaro,1892,1949-03,なし
1623,百田宗治,百田,宗治,ももた,そうじ,ももた,そうし,Momota,Soji,1893-01-25,1955-12-12,なし
1977,森於菟,森,於菟,もり,おと,もり,おと,Mori,Otto,1890-09-13,1967-12-21,なし
1640,森竹夫,森,竹夫,もり,たけお,もり,たけお,Mori,Takeo,1905,1946,なし
1652,森川義信,森川,義信,もりかわ,よしのぶ,もりかわ,よしのふ,Morikawa,Yoshinobu,1918-10-11,1942-08-13,なし
1826,森下雨村,森下,雨村,もりした,うそん,もりした,うそん,Morishita,Uson,1890-02-23,1965-05-16,なし
826,森田草平,森田,草平,もりた,そうへい,もりた,そうへい,Morita,Sohei,1881-03-19,1949-12-14,なし
1864,森田正馬,森田,正馬,もりた,まさたけ,もりた,まさたけ,Morita,Masatake,1874-01-18,1938-04-12,なし
883,モルナールフェレンツ,モルナール,フェレンツ,モルナール,フェレンツ,もるなある,ふえれんつ,Molnar,Ferenc,1878-01-12,1952-04-01,なし
1891,矢崎源九郎,矢崎,源九郎,やざき,げんくろう,やさき,けんくろう,Yazaki,Genkuro,1921-03-26,1967-02-23,なし
1083,矢崎嵯峨の舎,矢崎,嵯峨の舎,やざき,さがのや,やさき,さかのや,Yazaki,Saganoya,1863-03-01,1947-10-26,なし
317,矢田津世子,矢田,津世子,やだ,つせこ,やた,つせこ,Yada,Tsuseko,1907-06-19,1944-03-14,なし
1656,矢田部達郎,矢田部,達郎,やたべ,たつろう,やたへ,たつろう,Yatabe,Tatsuro,1893-10-24,1958-03-24,なし
1538,矢内原忠雄,矢内原,忠雄,やないはら,ただお,やないはら,たたお,Yanaihara,Tadao,1893-01-27,1961-12-25,なし
831,柳川春葉,柳川,春葉,やながわ,しゅんよう,やなかわ,しゆんよう,Yanagawa,Shun'yo,1877-03-05,1918-01-09,なし
1934,柳原白蓮,柳原,白蓮,やなぎわら,びゃくれん,やなきわら,ひやくれん,Yanagiwara,Byakuren,1885-10-15,1967-02-22,なし
1641,藪田忠夫,藪田,忠夫,やぶた,ただお,やふた,たたお,Yabuta,Tadao,1912,1943-01,なし
1080,藪野椋十,藪野,椋十,やぶの,むくじゅう,やふの,むくしゆう,Yabuno,Mukuju,1872-06-03,1926-04-09,なし
1969,矢部貞治,矢部,貞治,やべ,ていじ,やへ,ていし,Yabe,Teiji,1902-11-09,1967-05-07,なし
1949,山浦貫一,山浦,貫一,やまうら,かんいち,やまうら,かんいち,Yamaura,Kan'ichi,1893-03-20,1967-09-26,なし
1801,山川方夫,山川,方夫,やまかわ,まさお,やまかわ,まさお,Yamakawa,Masao,1930-02-25,1965-02-20,なし
1662,山口芳光,山口,芳光,やまぐち,よしみつ,やまくち,よしみつ,Yamaguchi,Yoshimitsu,,1930,なし
1777,山崎富栄,山崎,富栄,やまざき,とみえ,やまさき,とみえ,Yamazaki,Tomie,1919-09-24,1948-06-13,なし
837,山路愛山,山路,愛山,やまじ,あいざん,やまし,あいさん,Yamaji,Aizan,1865-01-23,1917-03-14,なし
1391,山下博章,山下,博章,やました,ひろあき,やました,ひろあき,Yamashita,Hiroaki,1898,1943-12-05,なし
1208,山下利三郎,山下,利三郎,やました,りさぶろう,やました,りさふろう,Yamashita,Risaburo,1892,1952-03-29,なし
1334,山田済斎,山田,済斎,やまだ,せいさい,やまた,せいさい,Yamada,Seisai,1867-12-18,1952-11-21,なし
1889,山中峯太郎,山中,峯太郎,やまなか,みねたろう,やまなか,みねたろう,Yamanaka,Minetaro,1885-12-15,1966-04-28,なし
1693,山之口貘,山之口,貘,やまのくち,ばく,やまのくち,はく,Yamanokuchi,Baku,1903-09-11,1963-07-19,なし
1845,村田稔雄,村田,稔雄,むらた,としお,むらた,としお,Murata,Toshio,1923,,あり
870,山本勝治,山本,勝治,やまもと,かつじ,やまもと,かつし,Yamamoto,Katsuji,,1929-03-17,なし
319,山本宣治,山本,宣治,やまもと,せんじ,やまもと,せんし,Yamamoto,Senji,1889-05-28,1929-03-05,なし
370,横瀬夜雨,横瀬,夜雨,よこせ,やう,よこせ,やう,Yokose,Yau,1878-01-01,1934-02-14,なし
1994,森郁夫,森,郁夫,もり,いくお,もり,いくお,Mori,Ikuo,1929,1966,なし
321,与謝野礼厳,与謝野,礼厳,よさの,れいごん,よさの,れいこん,Yosano,Reigon,1823-10-16,1898-08-17,なし
1328,吉井幸蔵,吉井,幸蔵,よしい,こうぞう,よしい,こうそう,Yoshii,Kozo,1856-01-02,1927-10-07,なし
322,吉江孤雁,吉江,孤雁,よしえ,こがん,よしえ,こかん,Yoshie,Kogan,1880-09-05,1940-03-26,なし
1258,吉田甲子太郎,吉田,甲子太郎,よしだ,きねたろう,よした,きねたろう,Yoshida,Kinetaro,1894-03-23,1957-01-08,なし
1177,吉田絃二郎,吉田,絃二郎,よしだ,げんじろう,よした,けんしろう,Yoshida,Genjiro,1886-11-24,1956-05-21,なし
1924,吉田茂,吉田,茂,よしだ,しげる,よした,しける,Yoshida,Shigeru,1878-09-22,1967-10-20,なし
1741,吉田松陰,吉田,松陰,よしだ,しょういん,よした,しよういん,Yoshida,Shoin,1830-09-20,1859-11-21,なし
323,吉野作造,吉野,作造,よしの,さくぞう,よしの,さくそう,Yoshino,Sakuzo,1878-01-29,1933-03-18,なし
1974,吉野秀雄,吉野,秀雄,よしの,ひでお,よしの,ひてお,Yoshino,Hideo,1902-07-03,1967-07-13,なし
1659,吉本明光,吉本,明光,よしもと,あきみつ,よしもと,あきみつ,Yoshimoto,Akimitsu,1899,1960,なし
43,吉行エイスケ,吉行,エイスケ,よしゆき,えいすけ,よしゆき,えいすけ,Yoshiyuki,Eisuke,1906-05-10,1940-07-08,なし
1983,淀野隆三,淀野,隆三,よどの,りゅうぞう,よとの,りゆうそう,Yodono,Ryuzo,1904-04-16,1967-07-07,なし
1196,ランドハンス,ランド,ハンス,ランド,ハンス,らんと,はんす,Land,Hans,1861,不詳,なし
1164,リカードデイヴィッド,リカード,デイヴィッド,リカード,デイヴィッド,りかあと,ていういつと,Ricardo,David,1772-04-19,1823-09-11,なし
1089,リットンエドワード・ジョージ・アール・ブルワー,リットン,エドワード・ジョージ・アール・ブルワー,リットン,エドワード・ジョージ・アール・ブルワー,りつとん,えとわあとしよおしああるふるわあ,Lytton,Edward George Earle Bulwer,1803-05-25,1873-01-18,なし
1937,笠信太郎,笠,信太郎,りゅう,しんたろう,りゆう,しんたろう,Ryu,Shintaro,1900-12-11,1967-12-04,なし
30,山形浩生,山形,浩生,やまがた,ひろお,やまかた,ひろお,Yamagata,Hiroo,,,あり
960,山川丙三郎,山川,丙三郎,やまかわ,へいさぶろう,やまかわ,へいさふろう,Yamakawa,Heisaburo,1876,1947,なし
326,ルヴェルモーリス,ルヴェル,モーリス,ルヴェル,モーリス,るうえる,もおりす,Level,Maurice,1875-08-29,1926-04-15,なし
358,ルモンニエーカミーユ,ルモンニエー,カミーユ,ルモンニエー,カミーユ,るもんにええ,かみいゆ,Lemonnier,Camille,1844-03-24,1913-06-13,なし
356,レニエアンリ・ド,レニエ,アンリ・ド,レニエ,アンリ・ド,れにえ,あんりと,Regnier,Henri de,1864-12-28,1936-05-23,なし
332,ワイルドオスカー,ワイルド,オスカー,ワイルド,オスカー,わいると,おすかあ,Wilde,Oscar,1854-10-16,1900-11-30,なし
331,若杉鳥子,若杉,鳥子,わかすぎ,とりこ,わかすき,とりこ,Wakasugi,Toriko,1892-12-21,1937-12-18,なし
1501,若林玵蔵,若林,玵蔵,わかばやし,かんぞう,わかはやし,かんそう,Wakabayashi,Kanzo,1857-09-19,1938-05-03,なし
100,山本ゆうじ,山本,ゆうじ,やまもと,ゆうじ,やまもと,ゆうし,Yamamoto,Yuji,,,あり
98,結城浩,結城,浩,ゆうき,ひろし,ゆうき,ひろし,Yuki,Hiroshi,1963,,あり
1203,ワタナベオン,ワタナベ,オン,ワタナベ,オン,わたなへ,おん,Watanabe,On,1902-08-26,1930-02-10,なし
1185,ワルラスマリー・エスプリ・レオン,ワルラス,マリー・エスプリ・レオン,ワルラス,マリー・エスプリ・レオン,わるらす,まりいえすふりれおん,Walras,Marie Esprit Leon,1834-12-16,1910-01-05,なし
1657,アークムフレデリック,アークム,フレデリック,アークム,フレデリック,ああくむ,ふれてりつく,Accum,Friedrich,1769-03-29,1838-06-28,なし
330,青木栄瞳,青木,栄瞳,あおき,えいめ,あおき,えいめ,Aoki,Eime,,,あり
1790,青空文庫,青空文庫,,あおぞらぶんこ,,あおそらふんこ,,Aozora Bunko,,,,あり
130,秋野平,秋野,平,あきの,たいら,あきの,たいら,Akino,Taira,,,あり
139,朝倉克彦,朝倉,克彦,あさくら,かつひこ,あさくら,かつひこ,Asakura,Katsuhiko,,,あり
1964,天川恵三郎,天川,恵三郎,あまかわ,けいさぶろう,あまかわ,けいさふろう,Amakawa,Keizaburo,1864,1934-04-05,なし
1842,アレンジェームズ,アレン,ジェームズ,アレン,ジェームズ,あれん,しええむす,Allen,James,1864-11-28,1912-01-24,なし
1813,石塚浩之,石塚,浩之,いしづか,ひろゆき,いしつか,ひろゆき,Ishizuka,Hiroyuki,,,あり
200,岩本良子,岩本,良子,いわもと,りょうこ,いわもと,りようこ,Iwamoto,Ryoko,,,あり
1663,上里春生,上里,春生,うえざと,はるお,うえさと,はるお,Uezato,Haruo,1897,1939-06-02,なし
32,植松真人,植松,真人,うえまつ,まさと,うえまつ,まさと,Uematsu,Masato,,,あり
180,ヴォルテール,ヴォルテール,,ヴォルテール,,うおるてえる,,Voltaire,,1694,1778,なし
1783,エリオットジェイムズ・サンヅ,エリオット,ジェイムズ・サンヅ,エリオット,ジェイムズ・サンヅ,えりおつと,しえいむすさんつ,Elliott,James Sands,1880-05-28,1959-10-26,なし
1916,円城塔,円城,塔,えんじょう,とう,えんしよう,とう,EnJoe,Toh,1972-09-15,,あり
2035,オーウェルジョージ,オーウェル,ジョージ,オーウェル,ジョージ,おおうえる,しよおし,Orwell,George,1903-06-25,1950-01-21,なし
1955,太田健一,太田,健一,おおた,けんいち,おおた,けんいち,Ota,Ken'ichi,,,あり
97,オー・ヘンリー,オー・ヘンリー,,オー・ヘンリー,,おおへんりい,,O. Henry,,1862-09-11,1910-06-05,なし
1940,小倉右一郎,小倉,右一郎,おぐら,ゆういちろう,おくら,ゆういちろう,Ogura,Yuichiro,1881-06-09,1962-07-15,なし
206,小沢真理子,小沢,真理子,おざわ,まりこ,おさわ,まりこ,Ozawa,Mariko,,,あり
1574,オスラーウイリアム,オスラー,ウイリアム,オスラー,ウイリアム,おすらあ,ういりあむ,Osler,William,1849-07-12,1919-12-29,なし
1727,オルファースジビュレ・フォン,オルファース,ジビュレ・フォン,オルファース,ジビュレ・フォン,おるふああす,しひゆれふおん,Olfers,Sibylle von,1881-05-08,1916-01-29,なし
1841,カーペンターケニス・Ｊ,カーペンター,ケニス・Ｊ,カーペンター,ケニス・ジェー,かあへんたあ,けにすしええ,Carpenter,Kenneth J.,1923,,あり
1506,片岡義男,片岡,義男,かたおか,よしお,かたおか,よしお,Kataoka,Yoshio,1939-03-20,,あり
223,カワードノエル,カワード,ノエル,カワード,ノエル,かわあと,のえる,Coward,Noel,1899-12-16,1973-03-26,あり
1345,川合貞一,川合,貞一,かわい,ていいち,かわい,ていいち,Kawai,Teiichi,1870-03-29,1955-06-19,なし
99,菊池美範,菊池,美範,きくち,よしのり,きくち,よしのり,Kikuchi,Yoshinori,,,あり
373,北畠尊也,北畠,尊也,きたばたけ,たかや,きたはたけ,たかや,Kitabatake,Takaya,1967,,あり
1602,金鍾漢,金,鍾漢,きむ,じょんはん,きむ,しよんはん,Kim,Chong-han,1914-02-28,1944-09-27,なし
1561,ギャロッドアーチボルド,ギャロッド,アーチボルド,ギャロッド,アーチボルド,きやろつと,ああちほると,Garrod,Archibald,1857-11-25,1936-03-28,なし
1882,キングスフォードアンナ,キングスフォード,アンナ,キングスフォード,アンナ,きんくすふおおと,あんな,Kingsford,Anna,1846-09-16,1888-02-22,なし
1464,クラークヘンリ・サヴィル,クラーク,ヘンリ・サヴィル,クラーク,ヘンリ・サヴィル,くらあく,へんりさういる,Clarke,Henry Savile,1841,1893,なし
1686,グリーナウェイケイト,グリーナウェイ,ケイト,グリーナウェイ,ケイト,くりいなうえい,けいと,Greenaway,Kate,1846-03-17,1901-11-06,なし
215,栗林元,栗林,元,くりばやし,はじめ,くりはやし,はしめ,Kuribayashi,Hajime,,,あり
1950,クロッサーマイラ・ジョー,クロッサー,マイラ・ジョー,クロッサー,マイラ・ジョー,くろつさあ,まいらしよお,Closser,Myla Jo,1880,1962,あり
122,桑原一世,桑原,一世,くわばら,いちよ,くわはら,いちよ,Kuwabara,Ichiyo,,,あり
108,小泉英政,小泉,英政,こいずみ,ひでまさ,こいすみ,ひてまさ,Koizumi,Hidemasa,1948,,あり
1756,コールデコットランドルフ,コールデコット,ランドルフ,コールデコット,ランドルフ,こおるてこつと,らんとるふ,Caldecott,Randolph,1846-03-22,1886-02-12,なし
16,小中千昭,小中,千昭,こなか,ちあき,こなか,ちあき,Konaka,Chiaki,,,あり
1241,ゴルドンエリザベス、アンナ,ゴルドン,エリザベス、アンナ,ゴルドン,エリザベス、アンナ,こるとん,えりさへすあんな,Gordon,Elizabeth Anna,1851,1925,なし
151,西府章,西府,章,さいふ,あきら,さいふ,あきら,Saifu,Akira,,,あり
54,佐野良二,佐野,良二,さの,りょうじ,さの,りようし,Sano,Ryoji,1940,,あり
1918,澤西祐典,澤西,祐典,さわにし,ゆうてん,さわにし,ゆうてん,Sawanishi,Yuten,1986-07-12,,あり
1265,サン＝テグジュペリアントワーヌ・ド,サン＝テグジュペリ,アントワーヌ・ド,サン＝テグジュペリ,アントワーヌ・ド,さんてくしゆへり,あんとわあぬと,Saint-Exupery,Antoine de,1900-06-29,1944-07-31,なし
1548,シェーンハイマールドルフ,シェーンハイマー,ルドルフ,シェーンハイマー,ルドルフ,しええんはいまあ,るとるふ,Schoenheimer,Rudolf,1898-05-10,1941-09-11,なし
1919,シェミンマーガレット,シェミン,マーガレット,シェミン,マーガレット,しえみん,まあかれつと,Shemin,Margaretha,192X,1976,あり
1591,ジェンナーエドワード,ジェンナー,エドワード,ジェンナー,エドワード,しえんなあ,えとわあと,Jenner,Edward,1749-05-17,1823-01-26,なし
1877,シガーヨンスソンフロスティ,シガーヨンスソン,フロスティ,シガーヨンスソン,フロスティ,しかあよんすそん,ふろすてい,Sigurjónsson,Frosti,1962-12-19,,あり
1492,シゲリストヘンリー・Ｅ,シゲリスト,ヘンリー・Ｅ,シゲリスト,ヘンリー・イー,しけりすと,へんりいい,Sigerist,Henry E.,1891,1957,なし
594,芝不器男,芝,不器男,しば,ふきお,しは,ふきお,Shiba,Fukio,1903-04-18,1930-02-24,なし
1367,嶋中雄作,嶋中,雄作,しまなか,ゆうさく,しまなか,ゆうさく,Shimanaka,Yusaku,1887-02-02,1949-01-17,なし
84,清水哲男,清水,哲男,しみず,てつお,しみす,てつお,Shimizu,Tetsuo,1938-02-15,,あり
90,清水鱗造,清水,鱗造,しみず,りんぞう,しみす,りんそう,Shimizu,Rinzo,1950,,あり
210,シュヴァルツエフゲーニイ,シュヴァルツ,エフゲーニイ,シュヴァルツ,エフゲーニイ,しゆうあるつ,えふけえにい,Shvarts,Evgeniy,1896,1958,あり
21,白田秀彰,白田,秀彰,しらた,ひであき,しらた,ひてあき,Shirata,Hideaki,,,あり
1493,ジンサーハンス,ジンサー,ハンス,ジンサー,ハンス,しんさあ,はんす,Zinsser,Hans,1878-11-17,1940-09-04,なし
92,鈴木志郎康,鈴木,志郎康,すずき,しろうやす,すすき,しろうやす,Suzuki,Shiroyasu,1935-05-19,,あり
1930,鈴木牧之,鈴木,牧之,すずき,ぼくし,すすき,ほくし,Suzuki,Bokushi,1770-02-22,1842-06-23,なし
335,ストールマンリチャード,ストールマン,リチャード,ストールマン,リチャード,すとおるまん,りちやあと,Stallman,Richard,1953,,あり
1600,スノウジョン,スノウ,ジョン,スノウ,ジョン,すのう,しよん,Snow,John,1813-03-15,1858-06-16,なし
2010,スミスコードウェイナー,スミス,コードウェイナー,スミス,コードウェイナー,すみす,こおとうえいなあ,Smith,Cordwainer,1913-07-11,1966-08-06,なし
142,関富士子,関,富士子,せき,ふじこ,せき,ふしこ,Seki,Fujiko,,,あり
1209,ソローヘンリー・デイビッド,ソロー,ヘンリー・デイビッド,ソロー,ヘンリー・デイビッド,そろお,へんりいていひつと,Thoreau,Henry David,1817-07-12,1862-05-06,なし
2016,ダ・ヴィンチレオナルド,ダ・ヴィンチ,レオナルド,ダ・ヴィンチ,レオナルド,たういんち,れおなると,da Vinci,Leonardo,1452-04-15,1519-05-02,なし
69,高野敦志,高野,敦志,たかの,あつし,たかの,あつし,Takano,Atsushi,1963,,あり
